,Path,Canonical,Transcript
452,L2_arctic_WAV/TNI_arctic_a0010,ay m p l ey ih ng ah s ih ng g ah l hh ae n d ih n w ah t l uh k s l ay k ah l uw z ih ng g ey m,ay m b l ey ih ng ah s ih ng g ah l hh ae n d ih n w ah t l uh k s l ay k ah l uw z ih ng g ey m
453,L2_arctic_WAV/TNI_arctic_a0011,ih f ay eh v er n iy d ih d ah f ay t er ih n m ay l ay f ay n iy d w ah n n aw,ih f ay eh v er n iy d ih d ah f ay t er ih n m ay l ay f ay n iy d w ah n n aw
454,L2_arctic_WAV/TNI_arctic_a0013,hh iy w ah z ah hh eh d sh ao r t er dh ae n hh ih z k ah m p ae n y ah n ah v ao l m ow s t d eh l ah k ah t f ah z iy k,hh iy w ah z ah hh eh d sh ao r t er d ae n hh ih z g ah m b ae n y ah n ah v ao l m ow s t d eh l ah g ah t f ah z iy k
455,L2_arctic_WAV/TNI_arctic_a0018,dh eh r w ah z ah ch ey n jh n aw,d eh r w ah z ah ch ey n jh n aw
456,L2_arctic_WAV/TNI_arctic_a0019,ay f aa l ow d dh ah l ay n ah v dh ah p r ah p ow z d r ey l r ow d l uh k ih ng f ao r ch ae n s ah z,ay f ao l ow d dh ah l ay n ao v d ah b r ah b ow z d r ey l r ow d l uh g ih ng f ao r ch ae n s ah s
457,L2_arctic_WAV/TNI_arctic_a0020,k l ah b z ah n d b ao l z ah n d s ih t iy z g r uw t uw b iy ow n l iy m eh m er iy z,g l ah b z ah n d b ao l z ah n d s ih t iy z g r uw t uw b iy ow n l iy m eh m er iy z
458,L2_arctic_WAV/TNI_arctic_a0021,ih t f eh r l iy k l ah b d m iy ih n t uw r eh k ah g n ay z ih ng ih t,ih t f ey l iy g l ah b d m iy ih n d uw r eh k ao g n ay z ih ng ih t
459,L2_arctic_WAV/TNI_arctic_a0022,hh aa r d l iy w er aa r p l ae n z m ey d p ah b l ih k b iy f ao r w iy w er m eh t b ay p aw er r f ah l aa p ah z ih sh ah n,hh aa d l iy v er aa r b l ae n z m ey d b ah b l ih k b iy f ao r v iy w er m eh r t b ay b aw ah f ah l aa p ah z ih sh ah n
460,L2_arctic_WAV/TNI_arctic_a0023,ah k aa m b ah n ey sh ah n ah v k ah n ey d iy ah n k ae p ah t ah l k w ih k l iy ao r g ah n ay z d ae n d p ah t ih sh ah n d f ao r dh ah s ey m p r ih v ih l ih jh ih z,ah g aa m b ah n ey sh ah n ah v g eh n ey d iy ah n g ae p ih t ah l g w ih k l iy ao g ah n ay z ae n d b ae t ih sh ah n d f ao r dh ah s ey m p r ih v ih l ih jh ih z
461,L2_arctic_WAV/TNI_arctic_a0024,ih t w ah z m ay r iy p ao r t s f r ah m dh ah n ao r th w ih ch ch iy f l iy ih n d uw s t p iy p ah l t uw b ay,ih t v ah z m ay r iy b ao r t s f r ah m dh ah n ao r t w ih ch ch iy f l iy ih n d y uw s t b iy b ah l d uw b ay
462,L2_arctic_WAV/TNI_arctic_a0025,ay w ah z ah b aw t t uw d uw dh ih s w ih n k uw l er jh ah jh m ah n t p r ih v ey l d,ay w ah z ah b aw t t uw d uw d ih s w ih n g uw l er jh ah jh m ah n t p r ih v ey l
463,L2_arctic_WAV/TNI_arctic_a0026,ih t ah k er d t uw m iy dh ae t dh eh r w uh d hh ae v t uw b iy ae n ah k aw n t ih ng,ih t ah g er d d uw m iy d ae t d eh r w uh d hh ae v d uw b iy ae n ah g aw n t ih ng
464,L2_arctic_WAV/TNI_arctic_a0027,t uw m ay s ah p r ay z hh iy b ih g ae n t uw sh ow ae k sh ah l ih n th uw z iy ae z ah m ih n m ay f ey v er r,d uw m ay s ah b r ay z hh iy b ih g ae n t uw sh ow ae k sh ah l ae n t uw z iy ae z ah m ih n m ay f ey v ah
465,L2_arctic_WAV/TNI_arctic_a0028,r aa b er r iy b r ay b er r iy f r ao d,r aa b r iy b r ay b r iy f r ao d
466,L2_arctic_WAV/TNI_arctic_a0029,dh eh r f ao r s ih z w er ao l r eh d iy m uw v ih ng ih n t uw dh ah n ao r th k ah n t r iy,d eh r f ao s ih z w er ao l r eh d iy m uw v ih ng ih n t uw d ah n ao r t g ah n t r iy
467,L2_arctic_WAV/TNI_arctic_a0030,ay hh ae d f ey th ih n dh eh m,ay hh ae r d f ey t ih n d eh m
468,L2_arctic_WAV/TNI_arctic_a0031,dh ey w er r th r iy hh ah n d r ah d y aa r d z ah p aa r t,d ey w ah r t r iy hh ah n d r eh d y aa d s ah b aa t
469,L2_arctic_WAV/TNI_arctic_a0032,s ih n s dh eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ah n f ay t ih ng ah s ae t eh v r iy s t eh p,s ih s d eh n s ah m m ih s t ih r iy ah s f ao s hh ae z b ah n f ay t ih ng ah s ae t eh v r iy s t eh p
470,L2_arctic_WAV/TNI_arctic_a0036,sh iy t er n d ih n ae t dh ah hh ow t eh l,sh iy d er n d ih t ae t d ah hh ow d eh l
471,L2_arctic_WAV/TNI_arctic_a0037,ay w ah z dh ah ow n l iy w ah n hh uw r iy m ey n d s ih t ih ng,ay w ah z d ah ow n l iy v ah n hh uw r iy m ey n d s ih d ih ng
472,L2_arctic_WAV/TNI_arctic_a0038,w iy w iy l hh ae v t ah w aa ch aa r ch ae n s ah z,w iy w iy l hh ae v d ah w aa ch aa ch ae n s ah s
473,L2_arctic_WAV/TNI_arctic_a0039,dh iy sh ih p sh uh d b iy ih n w ih dh ih n ah w iy k ao r t eh n d ey z,d iy sh ih p sh uh d b iy ih n v ih dh ih n ah v iy k ao r d eh n d ey s
474,L2_arctic_WAV/TNI_arctic_a0040,ay s ah p ow z y uw w ah n d er w ay sh iy ih z k ah m ih ng ah p hh iy r,ay s ah b ow z y uw w ah n d er v ay sh iy ih s g ah m ih ng ah p hh ae r
475,L2_arctic_WAV/TNI_arctic_a0041,m iy n w ay l ay w ih l g ow aw t t uw b r iy dh ah s p eh l,m iy n w ay l ay w iy l g ow aw t d uw b r iy t ah s p eh l
476,L2_arctic_WAV/TNI_arctic_a0042,hh aw k uh d hh iy ih k s p l ey n hh ih z p ah z eh sh ah n ah v dh ah s k eh ch,hh aw g uh d hh iy ih k s p l ey n hh ih z b ah z eh sh ah n ah v d ah s k eh ch
477,L2_arctic_WAV/TNI_arctic_a0045,hh iy m uw v d ah w ey ae z k w ay ah t l iy ae z hh iy hh ae d k ah m,hh iy m uw v d ah v ey ae s g w ay ah t l iy ae z hh iy hh ae d g ah m
478,L2_arctic_WAV/TNI_arctic_a0046,dh ah g er l f ey s t hh ih m hh er r ay z sh ay n ih ng w ih th s ah d ah n f ih r,dh ah g er l f ey s hh ih m hh ah ay s sh ay n ih ng v ih th s ah d ah n f ae
479,L2_arctic_WAV/TNI_arctic_a0047,k l ow s b ih s ay d hh ih m g l iy m d dh ah w ay t f ae ng z ah v dh ah w uh l f d ao g,g l ow s b ih s ay d hh ih m g l iy m d d ah w ay t f ae ng z ah v dh ah v ow l f d ao g
480,L2_arctic_WAV/TNI_arctic_a0048,hh iy l uh k t ae t dh ah hh ae ng k er ch ih f m ao r k l ow s l iy,hh iy l uh k t ae t d ah hh ae ng k ah ch ih f m ao r k l ow z l iy
481,L2_arctic_WAV/TNI_arctic_a0051,dh ah l ey s w ah z ah v ah d eh l ah k ah t ay v r iy k ah l er f ey n t l iy t ih n t ih d w ih dh y eh l ow,dh ah l ey s w ah z ah v ah d eh l ah k ah t ay v r iy k ah l er f ey n t l iy t ih n t ih d w ih dh y eh l ow
482,L2_arctic_WAV/TNI_arctic_a0052,ih t w ah z ah k y uh r iy ah s k ow ih n s ih d ah n s,ih t w ah z ah ah k y uh r iy ah s k ow ih n s ih d eh n s
483,L2_arctic_WAV/TNI_arctic_a0053,s ah d n l iy s f ih ng g er z k l ow z d ay t l iy ow v er dh ah hh ae ng k er ch ih f,s ah d n l iy s f ih ng g er s k l ow z t ay t l iy ow v er dh ah hh ae ng k er ch ih f
484,L2_arctic_WAV/TNI_arctic_a0054,dh eh r w ah z n ah th ih ng ao n dh ah r aa k,dh eh r w ah z n ah th ih ng ao n dh ah r aa k
485,L2_arctic_WAV/TNI_arctic_a0058,ay k ey m f ao r ih n f er m ey sh ah n m ao r aw t ah v k y uh r iy aa s ah t iy dh ae n eh n iy th ih ng eh l s,ay k ey m f ao r ih n f er m ey sh ah n m ao r aw t ah v k y uh r iy ao s ah t iy dh ae n eh n iy th ih ng eh l s
486,L2_arctic_WAV/TNI_arctic_a0059,hh ih z ih m ae k y uw l ih t ah p ih r ah n s w ao z g ao n,hh ih z ih m ae k y uw l ih t ah p ih r ah n s w ao z g ao n
487,L2_arctic_WAV/TNI_arctic_a0060,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t
488,L2_arctic_WAV/TNI_arctic_a0062,dh ah m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,dh ah m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s
489,L2_arctic_WAV/TNI_arctic_a0063,y eh s ih t w ah z ah m ae n hh uw ae s t ah s t r ey n jh er,y eh s ih t w ah z ah m ae n hh uw ae s t ah s t r ey n jh er
490,L2_arctic_WAV/TNI_arctic_a0064,dh ah f ao r th ah n d f ih th d ey z p ae s t w ih dh aw t eh n iy d ih v eh l ah p m ah n t s,dh ah f ao r th ah n n f ih f d ey z p ae s t w ih dh aw t eh n iy d ih v eh l ah p m ah n t s
491,L2_arctic_WAV/TNI_arctic_a0065,dh ey k l ow z d n aw ah n t ih l hh ih z f ih ng g er z w er l ay k k ao r d z ah v s t iy l,dh ey k l ow z n aw ah n t ih l hh ih z f ih ng g er s w er l ay k k ao r d z ah v s t iy l
492,L2_arctic_WAV/TNI_arctic_a0067,sh uh r l iy ay w ih l ih k s k y uw z y uw sh iy k r ay d,sh uh r l iy ay w ih l ih k s k y uw z y uw sh iy k r ay
493,L2_arctic_WAV/TNI_arctic_a0071,w ah t w ah z dh ah aa b jh eh k t ah v y uh r l ih t ah l s eh n s ey sh ah n,w ah t w ah z dh ah aa b jh eh k t ah v y uh l ih t ah l s eh n s ey sh ah n
494,L2_arctic_WAV/TNI_arctic_a0073,dh ah p r ah m ow t er z ay z w er hh eh v iy w ih dh l ih t ah l p ah f iy b ae g z ah n d er dh eh m,dh ah p r ah m ow t er z ay z w er hh eh v iy w ih dh l ih t ah l p ah f iy b ae g z ah n d er dh eh m
495,L2_arctic_WAV/TNI_arctic_a0075,dh eh r hh ae z b ih n ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m,dh eh r hh ae z b ih n ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m
496,L2_arctic_WAV/TNI_arctic_a0076,dh ah g r ey ay z f aa l t er d dh ah f l ah sh d iy p ah n d,dh ah g r ey ay z f aa l t er dh ah f l ah sh d iy p ah n d
497,L2_arctic_WAV/TNI_arctic_a0077,ih t ih z dh ah f ay r p aa r t l iy sh iy s eh d,ih t ih z dh ah f ay p aa t l iy sh iy s eh d
498,L2_arctic_WAV/TNI_arctic_a0078,dh eh n ae n d ae t s ah p er hh iy t r ay d t uw f ae dh ah m hh er,dh eh n ae n ae t s ah p er hh iy t r ay t uw f ae dh ah m hh er
499,L2_arctic_WAV/TNI_arctic_a0079,ih t w ah z ah l aa r jh k ah n uw,ih t w ah z ah l aa jh k ah n ow
500,L2_arctic_WAV/TNI_arctic_a0081,hh w ah t ih f sh iy d ih d n aa t k ah m t uw dh ah r aa k,hh w ah t ih f sh iy d ih d n aa t k ah m t uw dh ah r aa k
501,L2_arctic_WAV/TNI_arctic_a0082,hh ih z f ey s w ah z s t r iy m ih ng w ih dh b l ah d,hh ih s f ey s w ah s s t r iy m ih ng w ih d b l ah
502,L2_arctic_WAV/TNI_arctic_a0085,ah t r ih k ah l ah v f r eh sh b l ah d r ae n ow v er hh ih z f ey s,ah t r ih k ah l ah f r eh sh b l ah d r ae n ow v er hh ih z f ey s
503,L2_arctic_WAV/TNI_arctic_a0086,d eh th hh ae d k ah m w ih dh t eh r ah b ah l s ah d ah n n ah s,d eh th hh ae d k ah m w ih dh t eh r ah b ah l s ah d ah n n ah s
504,L2_arctic_WAV/TNI_arctic_a0088,hh iy m ey d sh uh r dh ae t dh ah m ae g ah z iy n w ah z l ow d ih d ae n d r iy z uw m d hh ih z p ae d l ih ng,hh iy m ey d sh uh r dh ae t dh ah m ae g ah z iy n w ah z l ow d ih d ae n d r iy z uw m d hh ih z p ae d l ih ng
505,L2_arctic_WAV/TNI_arctic_a0089,dh ah n ay t g l ow w ah z t r eh ch er ah s t uw sh uw t b ay,dh ah n ay g l ow w ah s t r eh k er ah s t uw sh uw b ay
506,L2_arctic_WAV/TNI_arctic_a0090,dh ah s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy,dh ah s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy
507,L2_arctic_WAV/TNI_arctic_a0091,hh ih z b l ah d g r uw hh aa t w ih dh r ey jh ae t dh ah th ao t,hh ih z b l ah d g r uw hh aa t w ih dh r ey jh ae t dh ah th ao t
508,L2_arctic_WAV/TNI_arctic_a0092,hh iy w eh n t d aw n ih n m ih d s t r iy m s er ch ih ng dh ah sh ae d ow z ah v b ow th sh ao r z,hh iy w eh n d aw n ih n m ih d s t r iy m s er ch ih ng dh ah sh ae d ow s ah v b ow t sh ao r z
509,L2_arctic_WAV/TNI_arctic_a0093,f ao r ah f uh l m ih n ah t hh iy k r aw ch t ae n d l ih s ah n d,f ao r ah f uh l m ih n ah t t hh iy k r aw ch t ae n l ih s ah n d
510,L2_arctic_WAV/TNI_arctic_a0094,hh iy hh ae d b eh r l iy eh n t er d dh ih s w eh n hh iy s ao dh ah g l ow ah v ah f ay r,hh iy ae d b eh r l iy eh n t er d dh ih s w eh n hh iy s ao dh ah g l ow ah v ah f ay r
511,L2_arctic_WAV/TNI_arctic_a0095,ah b ih g k ae n v ah s t eh n t w ah z dh ah f er s th ih ng t uw k ah m w ih dh ih n hh ih z v ih zh ah n,ah b ih k ae n v ah s t eh n t w ah z dh ah f er s t ih ng t uw k ah m w ih dh ih n hh ih z v ih zh ah n
512,L2_arctic_WAV/TNI_arctic_a0096,p er hh ae p s sh iy hh ae d ao l r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t,p er hh ae p s sh iy ae d ao l r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t
513,L2_arctic_WAV/TNI_arctic_a0097,dh eh n y uw k ae n er ey n jh y ao r s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh ah b ow,d eh n y uw k ah n ah ey n jh y ao r s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh ah b ow
514,L2_arctic_WAV/TNI_arctic_a0098,sh ae l ay k ae r iy y uw,sh ae l ay g ae r iy y uw
515,L2_arctic_WAV/TNI_arctic_a0099,ah m ae d n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n,ah m ae d n ih ng jh oy b aw n d ih d ih n hh ih z b l ih n
516,L2_arctic_WAV/TNI_arctic_a0100,y uw m ah s t s l iy p hh iy er jh d,y uw m ah s t s l iy p hh iy er jh d
517,L2_arctic_WAV/TNI_arctic_a0101,y uw y uw w uh d n aa t k iy p dh ah t r uw th f r ah m m iy,y uw y uw w uw d n aa t g iy p dh ah t r uw t f r ah m m iy
518,L2_arctic_WAV/TNI_arctic_a0102,hh iy w ih l f aa l ow ah s s uw n,hh iy v iy l f aa l ow ah s s uw n
519,L2_arctic_WAV/TNI_arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f r ah m dh ah b ow ah v dh ah k ah n uw,b ah t dh eh r g ey m n ow b r aa m ah s f r ah m dh ah b ow ah v dh ah k ah n uw
520,L2_arctic_WAV/TNI_arctic_a0104,sh iy w ah z s l iy p ih ng ah n d er hh ih z p er t eh k sh ah n ae z s w iy t l iy eh z ah ch ay l d,sh iy w ah z s l iy p ih ng ah n d er hh ih z p er t eh k sh ah n ae z s w iy t l iy eh z ah ch ay l d
521,L2_arctic_WAV/TNI_arctic_a0105,ow n l iy ih t ih z s ow w ah n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v,ow n l iy ih t ih z s ow w ah n d er f ah l s ow ao r m ow s t ih m b aa s ah b ah l d uw b ih l iy v
522,L2_arctic_WAV/TNI_arctic_a0106,dh iy iy m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah ch ow k ih ng s aa b,dh iy iy m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah zh ow k ih ng s aa b
523,L2_arctic_WAV/TNI_arctic_a0107,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw,ih f y uw ow n l iy g uw d n ao hh aw ay t ae ng k y uw
524,L2_arctic_WAV/TNI_arctic_a0108,hh iy w ey d ih d ih n t uw dh ah eh jh ah v dh ah w ao t er ae n d b ih g ae n s k r ah b ih ng hh ih m s eh l f,hh iy w ey d ih d ih n t uw dh ah eh jh ah v dh ah w ao d er ae n d b ih g ae n s k r ah b ih ng hh ih m s eh l f
525,L2_arctic_WAV/TNI_arctic_a0109,d uw y uw n ow dh ae t y uw er sh ey k ih ng m ay k aa n f ah d ah n s ih n y uw,d uw y uw n ao dh ae t y uw er sh ey k ih ng m ay g ao n f ah d ah n s ih n y uw
526,L2_arctic_WAV/TNI_arctic_a0111,ih n s t eh d hh iy jh oy n d hh er ae n d dh ey ey t l ay k t uw hh ah ng g r iy ch ih l d r ah n,ih n s t eh d hh iy jh oy n d hh er ae n d dh ey eh t l ay k d uw hh ah ng g r iy ch ih l d r ah n
527,L2_arctic_WAV/TNI_arctic_a0112,hh iy w ah z w uw n d ih d ih n dh ah aa r m,hh iy w ah z w ah n d ih ih n dh ah aa r m
528,L2_arctic_WAV/TNI_arctic_a0113,ay s ah p ow z y uw p ih k t dh ae t l ih ng g ow ah p ah m ah ng dh ah ih n d iy ah n z,ay s ah b ow z y uw b ih g dh ae t l ih ng g ow ah p ah m ah ng dh ah ih n d iy ah n z
529,L2_arctic_WAV/TNI_arctic_a0115,hh iy hh ae d n ow ih k s k y uw z f ao r dh ah f iy l ih ng z w ih ch w er er aw z d ih n hh ih m,hh iy hh ae d n ow ih k s k y uw s f ao r dh ah f iy l ih ng z w ih ch w er er aw s d ih n hh ih m
530,L2_arctic_WAV/TNI_arctic_a0116,w ah z ih t dh ah r aa n d ih v uw ah v dh ow z hh uw w er s t r ay v ih ng t uw w er k hh ih z r uw ih n,w ah z ih zh ey r aa n d ih v uw s ah v dh ow z hh uw w er s t r ay v ih ng t uw w er k hh ih z r uw ih n
531,L2_arctic_WAV/TNI_arctic_a0117,sh iy ae d ih d w ih dh jh eh n y ah w ah n s ih m p ah th iy ih n hh er f ey s ae n d v oy s,sh iy ae d ih d w ih dh jh eh n y ah w ah n s ih m p ah d iy ih n hh er f ey s ae n d v oy s
532,L2_arctic_WAV/TNI_arctic_a0120,m ay r ay t f uh t f iy l z l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t,m ay r ay t f uh t f iy l z l ay k dh ae t ah v ah zh ay n iy z d eh b y ah t aa n t
533,L2_arctic_WAV/TNI_arctic_a0121,dh ey ey t d ih n er ae t dh ah f ih th ae n d r eh s t ih d f ao r t uw aw r z,dh ey ey d ih n er ae t dh ah f ih th ae n d r eh s t ih d f ao r d uw ah r z
534,L2_arctic_WAV/TNI_arctic_a0122,t uw y ih r z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r dh ih s,d uw y ih r z ah g ao ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r dh ih s
535,L2_arctic_WAV/TNI_arctic_a0123,sh iy hh ae d d ay d f r ah m k ow l d ae n d s t aa r v ey sh ah n,sh iy hh ae d d ay d f r ah m g ao l d ae n d s t aa r v ey sh ah n
536,L2_arctic_WAV/TNI_arctic_a0125,hh iy w ah z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r s er t ah n hh ow l d ah p aa n hh ih m s eh l f,hh iy w ah z d ih t er m ah n n aw t uw m ey n d ey n ah m ao r s er t ah n hh ao l d ah p aa n hh ih m s eh l f
537,L2_arctic_WAV/TNI_arctic_a0126,iy ch d ey sh iy b iy k ey m ah m ao r v ay t ah l p aa r t ah v hh ih m,iy ch d eh sh iy b iy k eh m ah m ao r v ay t ih l p aa r t ah v hh ih m
538,L2_arctic_WAV/TNI_arctic_a0127,ih t w ah z ah t eh m t ey sh ah n b ah t hh iy r ih z ih s t ih d ih t,ih t w ah z ah d eh m d ey sh ah n b ah t hh iy l ih z ih s t ih d ih t
539,L2_arctic_WAV/TNI_arctic_a0128,dh ih s w ah n hh ow p w ah z d ih s t r oy d ae z k w ih k l iy ae z ih t w aa z b ao r n,dh ih s w ah n hh ao p w ah z d ih s t r oy d ae z k w ih k l iy ae z ih t w aa z b ao r n
540,L2_arctic_WAV/TNI_arctic_a0129,hh er f ey s w aa z ah g ey n s t hh ih z b r eh s t,hh er f ey s w aa z ah g eh n s t hh ih z b l eh s t
541,L2_arctic_WAV/TNI_arctic_a0130,sh iy w ah z hh ih z n aw f er eh v er,sh iy w ah s hh ih z n aw f l eh v er
542,L2_arctic_WAV/TNI_arctic_a0131,p r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m th r uw dh ah m ey l s t r ah m,b r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m t r uw dh ah m ey l s t r ah m
543,L2_arctic_WAV/TNI_arctic_a0134,hh iy ow b ey d dh ah p r eh sh er ah v hh er hh ae n d,hh iy ow b ey d dh ah p r eh sh er ah v hh er hh ae n
544,L2_arctic_WAV/TNI_arctic_a0136,ah b aw t hh ih m eh v r iy w eh r w er dh ah eh v ah d ah n s ah z ah v l ah g zh er iy ae n d ah v ey jh,ah b aw t hh ih m eh v l iy v eh r w er dh ah eh v ah d ah n s ah z ah v l ah g zh er iy ae n d ah v ey jh
545,L2_arctic_WAV/TNI_arctic_a0137,dh eh n hh iy s t eh p t b ae k w ih dh ey l ow k r ay ah v p l eh zh er,dh eh n hh iy s t eh p b ae k w ih dh ey l ao k r ay ah v p l eh zh er
546,L2_arctic_WAV/TNI_arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z,hh iy d ao l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih s eh v ah l d k l ow dh z
547,L2_arctic_WAV/TNI_arctic_a0144,b ah t dh eh r w aa z s ah m th ih ng iy v ih n m ao r s t aa r t l ih ng dh ae n dh ih s r ih z eh m b l ah n s,b ah err d eh r w aa s s ah m t ih ng iy w ih n m ao r s t aa t l ih ng d ae n hh ih z r ih s eh m b l ah n s
548,L2_arctic_WAV/TNI_arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ow ao l hh ih z l ay f,d ey l uw k ae z d ow hh iy hh ae err b ih n d r ah m ih ng ah b iy aa n ow ao err hh ih z l ay f
549,L2_arctic_WAV/TNI_arctic_a0168,ah l ow b uh sh w ih p t hh ih m ih n dh ah f ey s ae n d l eh f t n ow s t ih ng,ah l ow b uh sh v ih p t hh ih m ih n d ah f ey s ae n d l eh f t n ow s t ih ng
550,L2_arctic_WAV/TNI_arctic_a0178,eh v r iy b ow n ih n hh er ey jh d b aa d iy s iy m d b r ow k ah n er d ih s l ow k ey t ih d,eh v err iy b ow n ih n hh err ey jh d b aa d iy s iy m d b err ow k ah n er d ih s l ow k ey t ih err
551,L2_arctic_WAV/TNI_arctic_a0188,t uw jh ay g ae n t ih k aw l z w er t ih r ih ng ae t dh ah k aa r k ah s,t uw jh ay jh ae n t ih k ao l s w er d ih err ih ng ae t d ah g aa r k ah s
552,L2_arctic_WAV/TNI_arctic_a0191,f ao r ah t ay m dh iy ih k s ay t ih ng th r ih l ah v hh ih z ah d v eh n ch er w aa z g ao n,f ao r ah d ay m d iy ih k s ay t ih ng t r ih l ah v hh ih z ah d v eh n ch er w aa z g ao n
553,L2_arctic_WAV/TNI_arctic_a0199,dh ah s hh ae d dh ah r aa w ih l d er n ah s p r iy p eh r d hh ih m f ao r dh ih s d ey,d ah s hh ae d d ah err aa w ay l d er n ah s b r iy b eh r d hh ih m f ao r hh ih s d ey
554,L2_arctic_WAV/TNI_arctic_a0208,y uw th hh ae d k ah m b ae k t uw hh er f r iy d f r ah m dh iy y ow k ah v ah p r eh sh ah n,y uw t hh ae err g ah m b ae k d uw hh err f r iy d f r ah m d iy y ow k ah v ah p err eh sh ah n
555,L2_arctic_WAV/TNI_arctic_a0214,b ih s ay d z hh iy w ah z p ey d w ah n k ey s ah v t ah b ae k ow p er hh eh d,b ih s ay d s hh iy w ah z b ey err v ah n g ey s ah v d ah b ae k ow b err hh eh d
556,L2_arctic_WAV/TNI_arctic_a0246,y uw hh ae v hh er d ao l w ey z hh aw hh iy w ah z dh ah l ah v er ah v p r ih n s eh s n ey ow m iy,y uw hh ae v hh ah err ao l w ey s hh aw hh iy w ah z d ah l ah v err ah v b r ih n s eh s n aa ow m iy
557,L2_arctic_WAV/TNI_arctic_a0255,y uw w ow n t d ay ah v m ae l n uw t r ih sh ah n b iy sh uh r ah v dh ae t,y uw w ow n t d ay ah v m aa l t r ih sh ah n b iy sh uh r ah v d ae err
558,L2_arctic_WAV/TNI_arctic_a0266,dh ey hh ae n d ah l d t uw m eh n ao l r eh d iy b ow th g r ah b th iy v z,d ey hh ae n d ah err d d uw m eh n ao l err eh d iy b ow t g err ah b t iy v s
559,L2_arctic_WAV/TNI_arctic_a0269,dh ae t s w eh r dh ey k ah t ao f dh ah s k aa t ih sh ch iy f s ah n d k ih l d ao l hh ae n z,d ae t s v eh err d ey g ah err ao f d ah s k aa t ih sh ch iy f s ah n d g ih err d ao l hh ae n s
560,L2_arctic_WAV/TNI_arctic_a0272,y uw k ah n t ey k ah v ey k ey sh ah n aa n p ey,y uw k ah n d ey k ah v ey k ey sh ah n aa n b ey
561,L2_arctic_WAV/TNI_arctic_a0282,ih f y uw m iy n t uw ih n s ih n y uw ey t b r eh n t w uh d b ih g ae n hh aa t l iy,ih f y uw m iy n t uw ih n s ay n y uw ey err b r eh n t v uh d b ih g ae n hh aw t l iy
562,L2_arctic_WAV/TNI_arctic_a0292,hh iy r ih n dh ah m ih d m ao r n ih ng dh ah f er s t k ae zh ah w ah l t iy ah k er d,hh ey ih n d ah m ih d m ao n ih ng d ah f ah s t g ae zh ah w ah l t iy ah g er d
563,L2_arctic_WAV/TNI_arctic_a0301,b ah t ao l m ay d r iy m z v ay ah l ey t ih d dh ih s l ao,b ah err ao l m ay d r iy m s w ay err ih d d ih s l ao
564,L2_arctic_WAV/TNI_arctic_a0303,b ah t dh ey m ey k dh ah m ih s t ey k ah v ih g n ao r ih ng dh eh r ow n d uw ae l ah t iy,b ah err d ey m ey k d ah m ih s t ey k ah v ih g n ao err ih ng d eh err ow n d uw ae l ah d iy
565,L2_arctic_WAV/TNI_arctic_a0365,dh iy z r uw m er z m ey iy v ih n er ih jh ah n ey t w ih dh ah s,d iy z r uw m ah z m ey iy v ih n err ih jh ah n ey err v ih d ah s
566,L2_arctic_WAV/TNI_arctic_a0384,dh ah f aa r m er w er k s dh ah s oy l ae n d p r ah d uw s ah z g r ey n,d ah f aa m ah v er k s d ah s oy err ae n d b r ah d uw s ah z g err ey n
