Unnamed: 0,Path,Canonical,Transcript,Error,Error_GT
32,L2_arctic_WAV/ABA_arctic_a0047,"[28, 30, 14, 46, 37, 24, 46, 56, 58, 67, 24, 68, 59, 30, 49, 68, 58, 63, 8, 36, 56, 3, 54, 64, 10, 70, 8, 39, 63, 8, 36, 31, 30, 54, 58, 40, 59]","[28, 30, 14, 70, 37, 24, 46, 56, 58, 67, 24, 68, 59, 30, 49, 68, 58, 63, 8, 36, 56, 3, 54, 64, 10, 70, 8, 39, 63, 8, 36, 40, 30, 54, 58, 14, 59]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
33,L2_arctic_WAV/ABA_arctic_a0048,"[67, 49, 30, 31, 28, 3, 64, 3, 63, 8, 67, 64, 10, 28, 7, 35, 49, 54, 68, 40, 50, 28, 30, 14, 46, 30, 49]","[67, 49, 30, 31, 28, 3, 64, 3, 63, 8, 67, 64, 10, 58, 28, 7, 9, 49, 54, 68, 40, 50, 59, 30, 14, 70, 30, 49]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
34,L2_arctic_WAV/ABA_arctic_a0051,"[63, 8, 30, 60, 46, 36, 40, 70, 8, 39, 8, 58, 52, 30, 8, 28, 8, 3, 56, 39, 7, 49, 28, 8, 30, 7, 54, 60, 55, 3, 30, 49, 3, 24, 55, 3, 24, 58, 36, 24, 63, 29, 52, 30, 14]","[63, 8, 30, 60, 46, 36, 40, 70, 8, 39, 8, 58, 52, 30, 8, 28, 8, 3, 24, 39, 40, 66, 49, 28, 8, 30, 7, 54, 60, 55, 3, 30, 49, 3, 24, 55, 3, 24, 58, 36, 24, 63, 29, 60, 30, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
35,L2_arctic_WAV/ABA_arctic_a0052,"[24, 3, 36, 40, 70, 8, 28, 29, 31, 50, 49, 8, 46, 28, 14, 24, 55, 46, 24, 58, 8, 55, 46]","[24, 3, 36, 40, 70, 8, 28, 29, 31, 50, 49, 8, 46, 28, 14, 24, 55, 46, 24, 58, 8, 55, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,L2_arctic_WAV/ABA_arctic_a0053,"[46, 8, 58, 8, 55, 30, 49, 67, 24, 70, 54, 24, 10, 59, 7, 70, 28, 30, 14, 70, 58, 3, 56, 3, 30, 49, 14, 39, 7, 63, 8, 67, 64, 10, 28, 7, 35, 49, 54]","[46, 8, 58, 8, 55, 30, 49, 67, 24, 70, 54, 24, 10, 59, 7, 70, 28, 30, 14, 70, 58, 3, 56, 3, 30, 49, 14, 39, 7, 61, 63, 8, 67, 64, 55, 3, 28, 7, 35, 49, 54]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
37,L2_arctic_WAV/ABA_arctic_a0054,"[63, 52, 50, 36, 40, 70, 55, 8, 22, 24, 10, 40, 55, 63, 8, 50, 17, 28]","[63, 52, 50, 36, 40, 70, 55, 8, 46, 24, 10, 28, 40, 55, 63, 8, 66, 14, 28]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
38,L2_arctic_WAV/ABA_arctic_a0058,"[56, 28, 60, 68, 54, 40, 50, 24, 55, 54, 7, 68, 60, 9, 8, 55, 68, 40, 50, 15, 3, 8, 39, 28, 29, 31, 50, 49, 17, 46, 8, 3, 49, 63, 64, 55, 52, 55, 49, 22, 24, 10, 52, 30, 46]","[56, 28, 60, 68, 54, 40, 24, 55, 54, 7, 68, 60, 9, 8, 55, 68, 40, 50, 15, 3, 8, 39, 28, 29, 31, 61, 49, 52, 46, 8, 3, 49, 63, 64, 55, 52, 55, 49, 22, 24, 10, 59, 52, 30, 46]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,L2_arctic_WAV/ABA_arctic_a0059,"[67, 24, 70, 24, 68, 64, 28, 29, 6, 30, 24, 3, 8, 48, 24, 50, 8, 55, 46, 36, 40, 70, 59, 40, 55]","[67, 24, 70, 24, 68, 64, 28, 29, 6, 30, 60, 3, 8, 37, 24, 66, 8, 55, 46, 36, 40, 70, 59, 40, 55]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,L2_arctic_WAV/ABA_arctic_a0060,"[52, 55, 49, 36, 60, 55, 14, 36, 8, 55, 46, 40, 67, 7, 30, 56, 28, 63, 64, 3]","[52, 55, 49, 36, 60, 55, 14, 36, 8, 55, 46, 40, 67, 52, 66, 30, 56, 28, 63, 64, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
41,L2_arctic_WAV/ABA_arctic_a0062,"[63, 8, 68, 52, 55, 46, 3, 52, 50, 58, 24, 55, 3, 6, 49, 35, 8, 63, 7, 70, 54, 60, 46]","[63, 8, 68, 52, 55, 46, 61, 52, 50, 58, 24, 55, 3, 6, 49, 35, 8, 63, 61, 70, 54, 60, 46]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
42,L2_arctic_WAV/ABA_arctic_a0063,"[29, 52, 46, 24, 3, 36, 40, 70, 8, 68, 64, 55, 67, 6, 64, 46, 28, 3, 8, 46, 3, 50, 60, 55, 69, 7]","[29, 52, 46, 24, 3, 36, 40, 70, 8, 68, 64, 55, 67, 6, 64, 46, 28, 8, 3, 8, 46, 3, 66, 60, 55, 69, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
43,L2_arctic_WAV/ABA_arctic_a0064,"[63, 8, 54, 40, 50, 22, 8, 55, 58, 54, 24, 54, 22, 58, 60, 70, 48, 64, 46, 3, 36, 24, 63, 15, 3, 52, 55, 49, 58, 24, 39, 52, 30, 8, 48, 68, 8, 55, 3, 46]","[63, 8, 54, 40, 66, 22, 8, 55, 58, 54, 24, 54, 22, 58, 60, 70, 37, 64, 46, 3, 36, 24, 63, 15, 3, 52, 55, 49, 58, 24, 39, 52, 30, 8, 48, 68, 8, 55, 3, 46]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,L2_arctic_WAV/ABA_arctic_a0065,"[63, 60, 28, 30, 14, 70, 58, 55, 15, 8, 55, 3, 24, 30, 67, 24, 70, 54, 24, 10, 59, 7, 70, 36, 7, 30, 56, 28, 28, 40, 50, 58, 70, 8, 39, 46, 3, 49, 30]","[63, 60, 28, 30, 14, 70, 58, 55, 15, 8, 55, 3, 24, 61, 67, 24, 70, 54, 24, 10, 59, 7, 70, 36, 7, 30, 56, 28, 28, 40, 50, 58, 46, 8, 39, 8, 46, 3, 49, 30]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
45,L2_arctic_WAV/ABA_arctic_a0067,"[9, 31, 50, 30, 49, 56, 36, 24, 30, 24, 28, 46, 28, 29, 6, 70, 29, 6, 9, 49, 28, 50, 56, 58]","[9, 31, 50, 30, 49, 56, 36, 24, 30, 24, 28, 46, 8, 28, 29, 6, 70, 29, 6, 9, 49, 28, 61, 56, 58]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
46,L2_arctic_WAV/ABA_arctic_a0071,"[36, 8, 3, 36, 40, 70, 63, 8, 17, 37, 69, 52, 28, 3, 8, 39, 29, 31, 50, 30, 24, 3, 8, 30, 46, 52, 55, 46, 60, 9, 8, 55]","[36, 8, 3, 36, 40, 70, 63, 8, 17, 37, 26, 52, 28, 3, 8, 39, 29, 31, 61, 30, 24, 3, 8, 61, 46, 52, 55, 46, 60, 9, 8, 55]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
47,L2_arctic_WAV/ABA_arctic_a0073,"[63, 8, 48, 50, 8, 68, 14, 3, 7, 70, 56, 70, 36, 7, 67, 52, 39, 49, 36, 24, 63, 30, 24, 3, 8, 30, 48, 8, 54, 49, 37, 64, 59, 70, 8, 55, 58, 7, 63, 52, 68]","[63, 8, 37, 66, 6, 68, 49, 3, 7, 70, 56, 70, 36, 7, 67, 52, 39, 49, 36, 24, 63, 30, 24, 3, 8, 61, 48, 8, 54, 49, 37, 17, 59, 46, 8, 55, 58, 66, 63, 52, 68]","[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
48,L2_arctic_WAV/ABA_arctic_a0075,"[63, 52, 50, 67, 64, 70, 37, 24, 55, 8, 35, 60, 55, 69, 9, 49, 24, 55, 3, 7, 8, 48, 3, 24, 58, 67, 24, 68]","[63, 52, 67, 64, 70, 37, 24, 55, 8, 35, 60, 55, 69, 9, 49, 24, 55, 58, 7, 8, 48, 3, 24, 58, 67, 24, 68]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,L2_arctic_WAV/ABA_arctic_a0076,"[63, 8, 59, 50, 60, 56, 70, 54, 17, 30, 3, 7, 58, 63, 8, 54, 30, 8, 9, 58, 49, 48, 8, 55, 58]","[63, 8, 59, 66, 60, 56, 70, 54, 52, 30, 3, 7, 58, 63, 8, 54, 30, 8, 9, 58, 49, 37, 8, 55, 58]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
50,L2_arctic_WAV/ABA_arctic_a0077,"[24, 3, 24, 70, 63, 8, 54, 56, 50, 48, 17, 50, 3, 30, 49, 9, 49, 46, 52, 58]","[24, 3, 24, 70, 63, 8, 54, 56, 50, 33, 17, 50, 3, 30, 49, 9, 49, 46, 52, 58]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,L2_arctic_WAV/ABA_arctic_a0078,"[63, 52, 55, 8, 55, 58, 64, 3, 46, 8, 48, 7, 67, 49, 3, 50, 56, 58, 3, 6, 54, 64, 63, 8, 68, 67, 7]","[63, 52, 55, 8, 55, 58, 64, 3, 46, 8, 48, 7, 67, 49, 3, 66, 57, 58, 3, 6, 54, 64, 22, 8, 68, 67, 61]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
52,L2_arctic_WAV/ABA_arctic_a0079,"[24, 3, 36, 40, 70, 8, 30, 17, 50, 69, 28, 8, 55, 6]","[24, 3, 36, 40, 70, 8, 30, 17, 50, 26, 28, 64, 55, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
53,L2_arctic_WAV/ABA_arctic_a0081,"[36, 8, 3, 24, 54, 9, 49, 58, 24, 58, 55, 17, 3, 28, 8, 68, 3, 6, 63, 8, 50, 17, 28]","[36, 8, 3, 24, 54, 9, 49, 58, 24, 58, 55, 3, 28, 8, 68, 3, 6, 63, 8, 66, 14, 28]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
54,L2_arctic_WAV/ABA_arctic_a0082,"[67, 24, 70, 54, 60, 46, 36, 40, 70, 46, 3, 50, 49, 68, 24, 10, 36, 24, 63, 37, 30, 8, 58]","[67, 24, 70, 54, 60, 46, 36, 40, 70, 46, 3, 66, 49, 68, 24, 10, 28, 36, 24, 63, 37, 30, 8, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
55,L2_arctic_WAV/ABA_arctic_a0085,"[8, 3, 50, 24, 28, 8, 30, 8, 39, 54, 50, 52, 9, 37, 30, 8, 58, 50, 64, 55, 14, 39, 7, 67, 24, 70, 54, 60, 46]","[8, 3, 66, 24, 28, 8, 61, 8, 39, 54, 50, 52, 9, 37, 30, 8, 58, 8, 50, 64, 55, 14, 39, 7, 67, 24, 70, 54, 60, 46]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56,L2_arctic_WAV/ABA_arctic_a0086,"[58, 52, 22, 67, 64, 58, 28, 8, 68, 36, 24, 22, 3, 52, 50, 8, 37, 8, 30, 46, 8, 58, 8, 55, 55, 8, 46]","[58, 52, 22, 67, 64, 58, 28, 8, 68, 36, 24, 22, 3, 52, 66, 8, 48, 8, 61, 46, 8, 58, 8, 55, 55, 8, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
57,L2_arctic_WAV/ABA_arctic_a0088,"[67, 49, 68, 60, 58, 9, 31, 50, 63, 64, 3, 63, 8, 68, 64, 59, 8, 70, 49, 55, 36, 40, 70, 30, 14, 58, 8, 58, 8, 55, 58, 50, 49, 70, 6, 68, 58, 67, 24, 70, 48, 64, 58, 30, 24, 10]","[67, 49, 68, 60, 58, 9, 31, 66, 63, 64, 3, 63, 8, 68, 64, 59, 8, 70, 49, 55, 36, 40, 70, 30, 14, 58, 8, 58, 8, 55, 58, 66, 49, 46, 29, 6, 68, 58, 67, 24, 46, 37, 64, 58, 30, 24, 10, 28]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
58,L2_arctic_WAV/ABA_arctic_a0089,"[63, 8, 55, 56, 3, 59, 30, 14, 36, 40, 70, 3, 50, 52, 35, 7, 8, 46, 3, 6, 9, 6, 3, 37, 56]","[63, 8, 55, 56, 3, 59, 30, 6, 36, 40, 70, 3, 50, 52, 35, 66, 8, 46, 3, 6, 9, 31, 3, 37, 56]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
59,L2_arctic_WAV/ABA_arctic_a0090,"[63, 8, 46, 24, 10, 24, 10, 39, 57, 46, 8, 48, 50, 14, 35, 3, 50, 64, 48, 8, 58, 30, 49]","[63, 8, 46, 24, 10, 24, 10, 59, 39, 57, 46, 8, 48, 66, 14, 35, 8, 3, 66, 64, 37, 8, 58, 30, 49]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
60,L2_arctic_WAV/ABA_arctic_a0091,"[67, 24, 70, 37, 30, 8, 58, 59, 50, 6, 67, 17, 3, 36, 24, 63, 50, 60, 69, 64, 3, 63, 8, 22, 40, 3]","[67, 24, 70, 37, 30, 8, 58, 59, 66, 6, 67, 17, 3, 36, 17, 63, 50, 60, 69, 64, 3, 63, 8, 22, 14, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
61,L2_arctic_WAV/ABA_arctic_a0092,"[67, 49, 36, 52, 55, 3, 58, 15, 55, 24, 55, 68, 24, 58, 46, 3, 50, 49, 68, 46, 7, 35, 24, 10, 63, 8, 9, 64, 58, 14, 70, 8, 39, 37, 14, 22, 9, 40, 50, 70]","[67, 49, 36, 52, 55, 3, 8, 58, 15, 8, 55, 24, 55, 68, 24, 58, 8, 46, 3, 66, 49, 68, 46, 7, 9, 24, 10, 28, 63, 8, 9, 64, 58, 14, 70, 8, 39, 48, 14, 22, 9, 40, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
62,L2_arctic_WAV/ABA_arctic_a0093,"[54, 40, 50, 8, 54, 31, 30, 68, 24, 55, 8, 3, 67, 49, 28, 50, 15, 35, 3, 8, 55, 58, 30, 24, 46, 8, 55, 58]","[54, 40, 66, 8, 54, 31, 30, 68, 24, 55, 8, 3, 67, 49, 28, 50, 14, 35, 8, 3, 8, 55, 58, 30, 24, 46, 8, 55, 58]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,L2_arctic_WAV/ABA_arctic_a0094,"[67, 49, 67, 64, 58, 37, 52, 50, 30, 49, 52, 55, 3, 7, 58, 63, 24, 46, 36, 24, 55, 67, 49, 46, 40, 63, 8, 59, 30, 14, 8, 39, 8, 54, 56, 7]","[67, 49, 67, 64, 58, 48, 52, 50, 30, 49, 52, 55, 3, 7, 58, 63, 24, 46, 36, 24, 55, 67, 49, 46, 14, 63, 8, 59, 30, 14, 8, 39, 8, 54, 56, 8]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
64,L2_arctic_WAV/ABA_arctic_a0095,"[8, 37, 24, 59, 28, 64, 55, 39, 8, 46, 3, 52, 55, 3, 36, 40, 70, 63, 8, 54, 7, 46, 3, 22, 24, 10, 3, 6, 28, 8, 68, 36, 24, 22, 24, 55, 67, 24, 70, 39, 24, 26, 8, 55]","[8, 37, 24, 59, 28, 64, 55, 39, 8, 46, 3, 52, 55, 3, 36, 40, 70, 63, 8, 54, 7, 46, 3, 22, 24, 10, 28, 3, 6, 28, 8, 68, 36, 24, 22, 24, 55, 67, 24, 70, 39, 24, 26, 8, 55]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,L2_arctic_WAV/ABA_arctic_a0096,"[48, 7, 67, 64, 48, 46, 9, 49, 67, 64, 58, 40, 30, 50, 52, 58, 49, 68, 52, 3, 67, 7, 54, 60, 3, 8, 30, 24, 3, 8, 30, 58, 49, 48, 7, 24, 55, 63, 8, 54, 40, 50, 8, 46, 3]","[48, 66, 52, 67, 64, 48, 46, 9, 49, 67, 64, 58, 40, 30, 50, 52, 58, 49, 68, 52, 3, 67, 61, 54, 60, 3, 8, 30, 24, 3, 8, 61, 58, 49, 48, 8, 24, 55, 63, 8, 54, 40, 50, 46, 3]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
